trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2327,False,"{'a': 0.99, 'e': 0.0975880725998227}",25,12,21.059752269635318,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2328,False,"{'a': 0.99, 'e': 0.09749053330499859}",30,18,19.2744117481889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.99, 'e': 0.09739309150071584}",25,7,26.880183038086585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.99, 'e': 0.09729574708953276}",20,8,23.332245989540993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2331,False,"{'a': 0.99, 'e': 0.09719849997410487}",25,13,22.749799257509352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.99, 'e': 0.09710135005718508}",30,16,29.954731295088187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.99, 'e': 0.09700429724162336}",20,15,8.510344047871762,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2334,False,"{'a': 0.99, 'e': 0.09690734143036704}",20,15,7.673194291633129,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2335,False,"{'a': 0.99, 'e': 0.09681048252646021}",25,8,28.307737004994582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.99, 'e': 0.09671372043304398}",20,6,27.17944288163722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2337,False,"{'a': 0.99, 'e': 0.09661705505335619}",20,13,12.543465690395141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2338,False,"{'a': 0.99, 'e': 0.09652048629073155}",20,7,26.480534084069447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.99, 'e': 0.09642401404860125}",25,11,25.140313847714317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.99, 'e': 0.09632763823049303}",25,7,32.24163829210869,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2341,False,"{'a': 0.99, 'e': 0.09623135874003103}",25,18,11.16766066809312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.99, 'e': 0.09613517548093582}",20,5,23.454009983438766,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2343,False,"{'a': 0.99, 'e': 0.09603908835702411}",30,20,19.83468886498205,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2344,False,"{'a': 0.99, 'e': 0.09594309727220877}",25,18,13.428085878085527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2345,False,"{'a': 0.99, 'e': 0.09584720213049865}",20,12,13.411191497474059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2346,False,"{'a': 0.99, 'e': 0.09575140283599869}",20,12,15.542509423119482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2347,False,"{'a': 0.99, 'e': 0.09565569929290954}",30,16,27.821036145078207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2348,False,"{'a': 0.99, 'e': 0.09556009140552765}",20,14,11.414900649872063,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.99, 'e': 0.0954645790782451}",30,8,37.3142706524948,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.99, 'e': 0.09536916221554961}",20,9,21.862253928498394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.99, 'e': 0.09527384072202429}",25,18,12.54573862528631,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2352,False,"{'a': 0.99, 'e': 0.09517861450234763}",25,16,17.305201093192093,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.99, 'e': 0.09508348346129337}",20,8,21.030551805870886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.99, 'e': 0.09498844750373053}",25,14,17.930622160459656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2355,False,"{'a': 0.99, 'e': 0.09489350653462311}",20,11,19.24163780981046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.99, 'e': 0.09479866045903014}",20,13,12.337781951008875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.99, 'e': 0.09470390918210547}",20,13,14.187795812428874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.99, 'e': 0.09460925260909793}",20,8,24.067991043259042,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2359,False,"{'a': 0.99, 'e': 0.09451469064535088}",25,15,17.414628839735368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.99, 'e': 0.09442022319630235}",20,16,6.83312028148681,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.99, 'e': 0.09432585016748485}",20,12,17.026112652068527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.99, 'e': 0.0942315714645254}",25,8,30.40433266164958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.99, 'e': 0.09413738699314529}",25,17,15.05615580713133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.99, 'e': 0.09404329665916}",20,15,10.19694095403672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.99, 'e': 0.09394930036847918}",20,6,25.77684840998193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2366,False,"{'a': 0.99, 'e': 0.09385539802710659}",20,16,7.177606685688508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2367,False,"{'a': 0.99, 'e': 0.09376158954113986}",20,15,10.931462389451596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.99, 'e': 0.09366787481677047}",25,19,9.700862051624132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2369,False,"{'a': 0.99, 'e': 0.09357425376028367}",25,14,-23.84604734284338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2370,False,"{'a': 0.99, 'e': 0.09348072627805847}",20,16,7.708672449552399,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2371,False,"{'a': 0.99, 'e': 0.09338729227656732}",25,15,22.309573760460683,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2372,False,"{'a': 0.99, 'e': 0.09329395166237625}",20,13,14.97281145251154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2373,False,"{'a': 0.99, 'e': 0.09320070434214457}",20,15,11.256614763254667,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2374,False,"{'a': 0.99, 'e': 0.09310755022262504}",20,14,10.796433132253247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2375,False,"{'a': 0.99, 'e': 0.09301448921066349}",20,10,22.7774201860695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2376,False,"{'a': 0.99, 'e': 0.0929215212131989}",25,18,17.33985227078615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2377,False,"{'a': 0.99, 'e': 0.09282864613726323}",30,17,22.719359316928287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2378,False,"{'a': 0.99, 'e': 0.09273586388998147}",25,15,19.343680232487703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2379,False,"{'a': 0.99, 'e': 0.09264317437857132}",25,20,8.614955943111237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2380,False,"{'a': 0.99, 'e': 0.09255057751034329}",20,12,16.911538210588027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2381,False,"{'a': 0.99, 'e': 0.09245807319270043}",25,17,12.996899519060197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2382,False,"{'a': 0.99, 'e': 0.0923656613331385}",25,18,16.329573231060106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2383,False,"{'a': 0.99, 'e': 0.09227334183924561}",30,15,29.000105128043437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2384,False,"{'a': 0.99, 'e': 0.09218111461870225}",25,17,15.597136548044954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2385,False,"{'a': 0.99, 'e': 0.09208897957928115}",25,11,29.552919245762457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2386,False,"{'a': 0.99, 'e': 0.09199693662884734}",25,9,28.269344396834285,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2387,False,"{'a': 0.99, 'e': 0.09190498567535783}",20,13,12.828208493968907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2388,False,"{'a': 0.99, 'e': 0.09181312662686165}",20,13,14.457472728050615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2389,False,"{'a': 0.99, 'e': 0.09172135939149971}",25,13,22.506782730294766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2390,False,"{'a': 0.99, 'e': 0.09162968387750484}",30,20,17.362204377363245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2391,False,"{'a': 0.99, 'e': 0.09153809999320149}",35,23,21.86123317176269,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2392,False,"{'a': 0.99, 'e': 0.09144660764700575}",35,17,30.873622026492477,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2393,False,"{'a': 0.99, 'e': 0.09135520674742525}",30,19,19.071530625666952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2394,False,"{'a': 0.99, 'e': 0.09126389720305915}",20,9,20.50772580809493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2395,False,"{'a': 0.99, 'e': 0.09117267892259785}",25,15,17.12683244133849,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2396,False,"{'a': 0.99, 'e': 0.09108155181482308}",20,10,19.63387927597565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2397,False,"{'a': 0.99, 'e': 0.09099051578860767}",25,3,37.03168640432538,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2398,False,"{'a': 0.99, 'e': 0.09089957075291567}",25,16,13.548004639852314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2399,False,"{'a': 0.99, 'e': 0.090808716616802}",25,7,28.283866479021782,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2400,False,"{'a': 0.99, 'e': 0.09071795328941251}",25,8,35.28018231089109,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2401,False,"{'a': 0.99, 'e': 0.09062728067998384}",20,10,18.517344576539962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2402,False,"{'a': 0.99, 'e': 0.09053669869784343}",20,12,11.26721296712193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2403,False,"{'a': 0.99, 'e': 0.09044620725240926}",20,3,33.17553079783736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2404,False,"{'a': 0.99, 'e': 0.0903558062531899}",25,12,25.76359380152678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2405,False,"{'a': 0.99, 'e': 0.09026549560978427}",30,21,19.00555083479598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2406,False,"{'a': 0.99, 'e': 0.0901752752318818}",20,4,28.4163421181118,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2407,False,"{'a': 0.99, 'e': 0.0900851450292621}",30,19,19.284060098209178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2408,False,"{'a': 0.99, 'e': 0.08999510491179491}",25,15,18.662167460429412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2409,False,"{'a': 0.99, 'e': 0.08990515478944011}",20,14,12.103170804334768,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2410,False,"{'a': 0.99, 'e': 0.08981529457224763}",30,14,29.618071722258424,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2411,False,"{'a': 0.99, 'e': 0.0897255241703572}",20,16,9.212021259788386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2412,False,"{'a': 0.99, 'e': 0.08963584349399842}",20,9,18.802191600785143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2413,False,"{'a': 0.99, 'e': 0.08954625245349057}",30,19,22.681077614652313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2414,False,"{'a': 0.99, 'e': 0.08945675095924267}",30,15,29.400399458851776,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2415,False,"{'a': 0.99, 'e': 0.08936733892175319}",20,11,18.28425384117124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2416,False,"{'a': 0.99, 'e': 0.08927801625161007}",20,13,11.39279869498183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2417,False,"{'a': 0.99, 'e': 0.08918878285949061}",25,17,15.10878658532431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2418,False,"{'a': 0.99, 'e': 0.08909963865616147}",20,5,26.089314206030572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2419,False,"{'a': 0.99, 'e': 0.08901058355247843}",25,7,32.549704385747326,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2420,False,"{'a': 0.99, 'e': 0.08892161745938634}",20,12,7.017046393768175,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2421,False,"{'a': 0.99, 'e': 0.08883274028791908}",20,6,24.909352785586076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2422,False,"{'a': 0.99, 'e': 0.08874395194919957}",20,0,38.144871030263104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2423,False,"{'a': 0.99, 'e': 0.08865525235443938}",20,8,23.631880314871044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2424,False,"{'a': 0.99, 'e': 0.08856664141493896}",20,8,17.541323738459194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2425,False,"{'a': 0.99, 'e': 0.08847811904208727}",25,10,27.592212583529435,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2426,False,"{'a': 0.99, 'e': 0.08838968514736205}",20,11,17.745801538337535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2427,False,"{'a': 0.99, 'e': 0.08830133964232935}",25,11,23.91938622744232,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2428,False,"{'a': 0.99, 'e': 0.08821308243864363}",20,8,28.367946814799556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2429,False,"{'a': 0.99, 'e': 0.08812491344804767}",25,12,26.487827759251996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2430,False,"{'a': 0.99, 'e': 0.08803683258237255}",20,8,23.98267795756226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2431,False,"{'a': 0.99, 'e': 0.08794883975353733}",25,10,27.814808874033027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2432,False,"{'a': 0.99, 'e': 0.0878609348735492}",25,15,23.87004670518122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2433,False,"{'a': 0.99, 'e': 0.08777311785450327}",20,9,18.924457626377592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2434,False,"{'a': 0.99, 'e': 0.08768538860858248}",25,11,27.334335435872227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2435,False,"{'a': 0.99, 'e': 0.08759774704805763}",25,13,23.46645832438666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2436,False,"{'a': 0.99, 'e': 0.08751019308528712}",25,14,20.223896322720627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2437,False,"{'a': 0.99, 'e': 0.08742272663271701}",25,12,25.024937201612808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2438,False,"{'a': 0.99, 'e': 0.08733534760288077}",20,14,11.008187408913361,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2439,False,"{'a': 0.99, 'e': 0.08724805590839944}",30,18,24.863944516827516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2440,False,"{'a': 0.99, 'e': 0.0871608514619813}",20,12,13.994508420964076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2441,False,"{'a': 0.99, 'e': 0.08707373417642188}",25,18,15.040411344732206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2442,False,"{'a': 0.99, 'e': 0.08698670396460385}",25,8,33.89309390567619,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2443,False,"{'a': 0.99, 'e': 0.08689976073949708}",20,16,8.39955947160624,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2444,False,"{'a': 0.99, 'e': 0.08681290441415829}",25,11,20.530308954583255,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2445,False,"{'a': 0.99, 'e': 0.08672613490173114}",20,15,-31.565827919179526,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
2446,False,"{'a': 0.99, 'e': 0.0866394521154461}",25,7,35.415132314151286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2447,False,"{'a': 0.99, 'e': 0.08655285596862042}",30,18,18.521002861480216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2448,False,"{'a': 0.99, 'e': 0.08646634637465792}",25,16,18.50904204847586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2449,False,"{'a': 0.99, 'e': 0.086379923247049}",20,12,12.709642017788639,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2450,False,"{'a': 0.99, 'e': 0.0862935864993705}",20,16,6.017671531255798,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2451,False,"{'a': 0.99, 'e': 0.08620733604528572}",25,19,11.500174092975506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2452,False,"{'a': 0.99, 'e': 0.08612117179854416}",25,18,12.649273572319691,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2453,False,"{'a': 0.99, 'e': 0.08603509367298158}",35,20,33.04369161465055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2454,False,"{'a': 0.99, 'e': 0.08594910158251981}",25,16,17.308834926506965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2455,False,"{'a': 0.99, 'e': 0.08586319544116683}",35,20,24.8269421701174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2456,False,"{'a': 0.99, 'e': 0.08577737516301644}",20,8,22.44348225319474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2457,False,"{'a': 0.99, 'e': 0.08569164066224835}",30,16,23.63735668520192,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2458,False,"{'a': 0.99, 'e': 0.08560599185312803}",25,14,21.719300253390813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2459,False,"{'a': 0.99, 'e': 0.08552042865000674}",25,12,23.580865051207297,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2460,False,"{'a': 0.99, 'e': 0.08543495096732123}",20,9,21.631111843089407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2461,False,"{'a': 0.99, 'e': 0.08534955871959381}",20,9,17.641993830278427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2462,False,"{'a': 0.99, 'e': 0.08526425182143217}",20,11,15.244174567870536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2463,False,"{'a': 0.99, 'e': 0.0851790301875295}",20,11,17.949823373962214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2464,False,"{'a': 0.99, 'e': 0.08509389373266411}",25,14,22.0885531871683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2465,False,"{'a': 0.99, 'e': 0.08500884237169956}",30,19,-20.87476748749931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2466,False,"{'a': 0.99, 'e': 0.08492387601958441}",30,17,24.681608112783497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2467,False,"{'a': 0.99, 'e': 0.08483899459135241}",25,7,31.30580604189788,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2468,False,"{'a': 0.99, 'e': 0.08475419800212207}",25,0,39.10562210476144,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2469,False,"{'a': 0.99, 'e': 0.08466948616709678}",20,10,21.329687647067598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2470,False,"{'a': 0.99, 'e': 0.08458485900156469}",25,13,24.092947417517422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2471,False,"{'a': 0.99, 'e': 0.08450031642089868}",20,12,13.871185563401596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2472,False,"{'a': 0.99, 'e': 0.08441585834055614}",20,7,20.51290056405577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2473,False,"{'a': 0.99, 'e': 0.08433148467607897}",20,16,7.541442026086465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2474,False,"{'a': 0.99, 'e': 0.08424719534309347}",25,5,35.82566563264523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2475,False,"{'a': 0.99, 'e': 0.08416299025731036}",30,15,26.06994003477425,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2476,False,"{'a': 0.99, 'e': 0.08407886933452453}",20,8,20.879432949984324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2477,False,"{'a': 0.99, 'e': 0.08399483249061504}",25,13,23.656473457978635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2478,False,"{'a': 0.99, 'e': 0.083910879641545}",20,3,29.091992760392063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2479,False,"{'a': 0.99, 'e': 0.08382701070336164}",20,13,12.86705379470083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2480,False,"{'a': 0.99, 'e': 0.08374322559219596}",25,10,35.075423116469516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2481,False,"{'a': 0.99, 'e': 0.08365952422426286}",25,15,18.18845967932905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2482,False,"{'a': 0.99, 'e': 0.0835759065158609}",25,17,14.990486647950718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2483,False,"{'a': 0.99, 'e': 0.08349237238337248}",25,13,24.736058983489087,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2484,False,"{'a': 0.99, 'e': 0.08340892174326339}",20,8,26.25145167800889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2485,False,"{'a': 0.99, 'e': 0.083325554512083}",20,15,8.432724444494092,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2486,False,"{'a': 0.99, 'e': 0.08324227060646401}",20,13,14.67775739797452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2487,False,"{'a': 0.99, 'e': 0.08315906994312262}",20,9,18.625845817428754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2488,False,"{'a': 0.99, 'e': 0.0830759524388581}",25,17,13.687299132722266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2489,False,"{'a': 0.99, 'e': 0.08299291801055293}",25,9,32.25449004239545,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2490,False,"{'a': 0.99, 'e': 0.08290996657517266}",25,9,29.62215743587004,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2491,False,"{'a': 0.99, 'e': 0.08282709804976592}",25,8,28.040787531643996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2492,False,"{'a': 0.99, 'e': 0.08274431235146412}",20,10,21.02700012072093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2493,False,"{'a': 0.99, 'e': 0.08266160939748157}",20,14,10.327702632646051,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2494,False,"{'a': 0.99, 'e': 0.08257898910511527}",20,10,20.364147522360522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2495,False,"{'a': 0.99, 'e': 0.08249645139174498}",25,16,18.868986597684398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2496,False,"{'a': 0.99, 'e': 0.08241399617483297}",30,19,19.14572989209463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2497,False,"{'a': 0.99, 'e': 0.08233162337192401}",25,14,20.161964175773434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2498,False,"{'a': 0.99, 'e': 0.08224933290064523}",25,16,20.532092866287584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2499,False,"{'a': 0.99, 'e': 0.08216712467870625}",25,16,16.21690291247749,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2500,False,"{'a': 0.99, 'e': 0.0820849986238988}",20,12,17.659378422031864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2501,False,"{'a': 0.99, 'e': 0.08200295465409681}",25,14,21.40668822952501,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2502,False,"{'a': 0.99, 'e': 0.08192099268725626}",30,19,19.56715753227777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2503,False,"{'a': 0.99, 'e': 0.08183911264141527}",25,13,21.089980576272964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2504,False,"{'a': 0.99, 'e': 0.08175731443469375}",30,18,20.479811545842107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2505,False,"{'a': 0.99, 'e': 0.08167559798529346}",25,15,19.755684950234134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2506,False,"{'a': 0.99, 'e': 0.08159396321149794}",20,9,20.904422472602892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2507,False,"{'a': 0.99, 'e': 0.08151241003167246}",20,11,19.795283654492803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2508,False,"{'a': 0.99, 'e': 0.08143093836426381}",25,17,17.281839186437356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2509,False,"{'a': 0.99, 'e': 0.0813495481278003}",25,19,10.758226737734878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
